ลำดับ,ปี,เดือนรอบบิล,เขต/สังกัด,สถานี/หน่วยงาน,หมายเลขผู้ใช้ไฟ,ประเภทสถานี,ค่าไฟฟ้า (บาท/เดือน),จำนวนหน่วย (kWh/เดือน)
1545,2566,สิงหาคม,สปข.5,สวท.กระบี่,9801020009170133,สถานี T.V. และ F.M.,"81,544.40","17,503.00"
1546,2566,สิงหาคม,สปข.5,สวท.พังงา,9039020008484386,สถานี F.M.,"16,980.81","3,227.40"
1547,2566,สิงหาคม,สปข.5,สคท.พังงา,9805020008428216,สถานี T.V. และ F.M.,"66,555.44","14,424.84"
1548,2566,สิงหาคม,สปข.5,สวท.ตะกั่วป่า,9801020009208804,สถานี F.M.,"11,108.50","2,088.90"
1549,2566,สิงหาคม,สปข.5,สวท.สมุย,9036020009428557,สถานี F.M.,"12,576.12","2,631.80"
1550,2566,สิงหาคม,สปข.5,สคท.สมุย,8598854,สถานี F.M.,"3,916.20",610.00
1551,2566,สิงหาคม,สปข.5,สวท.เพื่อการเตือนภัยภาคใต้,9814020009099580,สถานี A.M.,"188,923.41","39,912.00"
1552,2566,สิงหาคม,สปข.5,สคท.ระนอง ทีวีดิจิทัล,9803020004448629,สถานี T.V. และ F.M.,"31,959.46","6,131.40"
1553,2566,สิงหาคม,สปข.5,สคท.กระบี่(ปลายพระยา),9039020021162589,สถานี T.V.,"68,635.48","13,242.00"
1554,2566,ตุลาคม,สปข.5,สปข.5,20009038251,สำนักประชาสัมพันธ์เขต,"55,451.22","12,295.00"
1555,2566,ตุลาคม,สปข.5,สทท.นครศรีธรรมราช,2009114018,สถานี T.V.,"90,671.55","20,268.99"
1556,2566,ตุลาคม,สปข.5,สทท.ภูเก็ต,20008737489,สถานี T.V.,"40,155.21","9,047.50"
1557,2566,ตุลาคม,สปข.5,สทท ภูเก็ต อาคารหลังใหม่,20018750130,สถานี T.V.,"49,595.38","9,979.67"
1558,2566,ตุลาคม,สปข.5,"สทท.,สวท สุราษฏร์ธานี",20008767996,สถานี T.V. และ F.M.,"60,627.20","15,253.49"
1559,2566,ตุลาคม,สปข.5,สคท.ตะกั่วป่า,20009195138,สถานี F.M.,"2,094.00","9,550.50"
1560,2566,ตุลาคม,สปข.5,สคท.ชุมพร,20003812559,สถานี F.M.,"15,448.29","3,434.00"
1561,2566,ตุลาคม,สปข.5,สคท.ระนอง,20004447908,สถานี F.M.,"1,341.57",228.90
1562,2566,ตุลาคม,สปข.5,สคท.ทุ่งสง,20008979283,สถานี T.V. และ F.M.,"29,900.53","6,717.60"
1563,2566,ตุลาคม,สปข.5,สคท.เขาท่าเพชร (สุราษ),20009046372,สถานี T.V. และ F.M.,"154,450.05","34,641.00"
1564,2566,ตุลาคม,สปข.5,สวท.ภูเก็ต,20008664803,สถานี A.M. และ F.M.,"38,539.91","8,680.50"
1565,2566,ตุลาคม,สปข.5,สวท.กระบี่,20009170133,สถานี T.V. และ F.M.,"74,033.86","18,281.97"
1566,2566,ตุลาคม,สปข.5,สวท.พังงา,20008484385,สถานี F.M.,"12,790.77","2,830.20"
1567,2566,ตุลาคม,สปข.5,สคท.พังงา,20008428216,สถานี T.V. และ F.M.,"55,996.82","14,431.47"
1568,2566,ตุลาคม,สปข.5,สวท.ตะกั่วป่า,2009208804,สถานี F.M.,"10,024.97","2,201.80"
1569,2566,ตุลาคม,สปข.5,สวท.ระนอง,20004441944,สถานี A.M. และ F.M.,"49,275.65","11,923.47"
1570,2566,ตุลาคม,สปข.5,สวท.สมุย,20009418557,สถานี F.M.,"10,869.13","2,393.60"
1571,2566,ตุลาคม,สปข.5,สคท.สมุย,8598894,สถานี F.M.,"3,640.14",567.00
1572,2566,ตุลาคม,สปข.5,สวท.เตือนภัยภาคใต้,20009099580,สถานี A.M.,"163,897.49","39,594.00"
1573,2566,ตุลาคม,สปข.5,สคท.ระนอง (ทีวีดิจิทัล),20004448629,สถานี T.V. และ F.M.,"27,268.97","6,119.70"
1574,2566,ตุลาคม,สปข.5,สคท.กระบี่(ปลายพระยา),20021162589,สถานี T.V.,"60,330.94","13,631.50"
1575,2566,กรกฎาคม,สปข.5,สปข.5,20009038251,สำนักประชาสัมพันธ์เขต,"63,542.37","12,137.00"
1576,2566,กรกฎาคม,สปข.5,สทท.นครศรีธรรมราช,2009114018,สถานี T.V.,"148,447.07","148,447.07"
1577,2566,กรกฎาคม,สปข.5,สทท.ภูเก็ต เครื่องส่ง,20008737489,สถานี T.V.,"51,815.43","9,981.00"
1578,2566,กรกฎาคม,สปข.5,สททภูเก็ต,20018750130,สถานี T.V.,"85,954.78","15,472.18"
1579,2566,กรกฎาคม,สปข.5,สคท.ตะกั่วป่า,20009195138,สถานี F.M.,"10,459.12","1,963.00"
1580,2566,กรกฎาคม,สปข.5,สคท.ชุมพร,20003812559,สถานี F.M.,"18,193.95","3,462.60"
1581,2566,กรกฎาคม,สปข.5,สคท.ระนอง,20004447908,สถานี F.M.,"1,544.15",234.60
1582,2566,กรกฎาคม,สปข.5,สคท.ทุ่งสง,20008979283,สถานี T.V. และ F.M.,"35,196.57","6,759.00"
1583,2566,กรกฎาคม,สปข.5,สคท.เขาท่าเพชร (สุราษ),20008767996,สถานี T.V. และ F.M.,"164,875.37","31,580.96"
1584,2566,กรกฎาคม,สปข.5,สวท.ภูเก็ต,20008664803,สถานี A.M. และ F.M.,"47,420.90","9,129.00"
1585,2566,กรกฎาคม,สปข.5,สวท.กระบี่,20009170133,สถานี T.V. และ F.M.,"98,348.33","20,123.90"
1586,2566,กรกฎาคม,สปข.5,สวท.พังงา,20008484385,สถานี F.M.,"12,239.64","2,308.20"
1587,2566,กรกฎาคม,สปข.5,สคท.พังงา,20008428216,สถานี T.V. และ F.M.,"67,478.59","14,249.91"
1588,2566,กรกฎาคม,สปข.5,สวท.ตะกั่วป่า,2009208804,สถานี F.M.,"13,063.37","2,467.90"
1589,2566,กรกฎาคม,สปข.5,สวท.ระนอง,20004441944,สถานี A.M. และ F.M.,"57,511.21","11,553.93"
1590,2566,กรกฎาคม,สปข.5,สวท.สมุย,20009418557,สถานี F.M.,"11,963.18","2,254.60"
1591,2566,กรกฎาคม,สปข.5,สคท.สมุย,8598894,สถานี F.M.,"3,723.60",580.00
1592,2566,กรกฎาคม,สปข.5,สวท.เตือนภัยภาคใต้,20009099580,สถานี A.M.,"197,969.71","39,948.00"
1593,2566,กรกฎาคม,สปข.5,สคท.ระนอง เครื่องส่งTV,20004448629,สถานี T.V. และ F.M.,"39,037.91","7,503.74"
1594,2566,กรกฎาคม,สปข.5,สคท.กระบี่(ปลายพระยา),20021162589,สถานี T.V.,"72,289.87","13,950.50"
1595,2566,มกราคม,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"52,806.23","9,232.28"
1596,2566,กุมภาพันธ์,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"47,754.10","8,298.90"
1597,2566,มีนาคม,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"56,526.47","9,811.81"
1598,2566,เมษายน,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"59,451.31","10,333.50"
1599,2566,พฤษภาคม,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"51,384.65","10,292.67"
1600,2566,มิถุนายน,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"51,571.92","9,882.61"
1601,2566,กรกฎาคม,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"53,927.69","10,396.25"
1602,2566,สิงหาคม,สปข.6,สวท.ตรัง,9803 020009332317   ,สถานี A.M. และ F.M.,"47,100.34","9,616.10"
1603,2566,กันยายน,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"45,323.46","9,245.22"
1604,2566,ตุลาคม,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"41,042.02","9,469.26"
1605,2566,พฤศจิกายน,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"33,866.09","8,105.07"
1606,2566,ธันวาคม,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"34,678.58","7,931.92"
1607,2566,พฤษภาคม,สปข.5,สปข.5,20009038251,สำนักประชาสัมพันธ์เขต,"73,849.77","13,902.00"
1608,2566,พฤษภาคม,สปข.5,สทท.นครศรีธรรมราช,2009114018,สถานี T.V.,"106,888.85","20,726.00"
1609,2566,พฤษภาคม,สปข.5,สทท.ภูเก็ต ,"20,726.00 ",สถานี T.V. และ F.M.,"53,888.93","10,383.00"
1610,2566,พฤษภาคม,สปข.5,สทท.ภูเก็ต,20018750130,สถานี T.V.,"84,351.25","15,514.60"
1611,2566,พฤษภาคม,สปข.5,สคท.ตะกั่วป่า,20009195138,สถานี F.M.,"9,840.17","1,843.00"
1612,2566,พฤษภาคม,สปข.5,สคท.ชุมพร,20003812559,สถานี F.M.,"18,379.65","3,498.60"
1613,2566,พฤษภาคม,สปข.5,สคท.ระนอง,20004447908,สถานี F.M.,"1,795.85",283.40
1614,2566,พฤษภาคม,สปข.5,สคท.ทุ่งสง,20008979283,สถานี T.V. และ F.M.,"34,588.98","6,641.20"
1615,2566,พฤษภาคม,สปข.5,สคท.เขาท่าเพชร(สุราษ),20008767996,สถานี T.V. และ F.M.,"187,921.95","35,413.00"
1616,2566,พฤษภาคม,สปข.5,สวท.ภูเก็ต,20008664803,สถานี A.M. และ F.M.,"48,344.16","9,308.00"
1617,2566,พฤษภาคม,สปข.5,สวท.กระบี่,20009170133,สถานี T.V. และ F.M.,"96,606.95","20,464.92"
1618,2566,พฤษภาคม,สปข.5,สวท.พังงา,20008484385,สถานี F.M.,"21,442.95","4,092.50"
1619,2566,พฤษภาคม,สปข.5,สคท.พังงา,20008428216,สถานี T.V. และ F.M.,"68,424.79","14,795.10"
1620,2566,พฤษภาคม,สปข.5,สวท.ตะกั่วป่า,2009208804,สถานี F.M.,"14,117.65","2,672.30"
1621,2566,พฤษภาคม,สปข.5,สวท.ระนอง,20004441944,สถานี A.M. และ F.M.,"59,989.29","12,198.16"
1622,2566,พฤษภาคม,สปข.5,สวท.สมุย,20009418557,สถานี F.M.,"13,449.69","2,542.80"
1623,2566,พฤษภาคม,สปข.5,สคท.สมุย,8598894,สถานี F.M.,"3,819.90",595.00
1624,2566,พฤษภาคม,สปข.5,สวท.เพื่อการเตือนภัยภาคใต้,20009099580,สถานี A.M.,"207,337.08","43,470.00"
1625,2566,พฤษภาคม,สปข.5,สคท.ระนอง ทีวีดิจิทัล,20004448629,สถานี T.V. และ F.M.,"34,856.16","6,693.00"
1626,2566,พฤษภาคม,สปข.5,สคท.กระบี่(ปลายพระยา),20021162589,สถานี T.V.,"73,991.99","14,280.50"
1627,2566,มิถุนายน,สปข.5,สปข.5,20009038251,สำนักประชาสัมพันธ์เขต,"63,378.43","12,400.00"
1628,2566,มิถุนายน,สปข.5,สทท.นครศรีธรรมราช,2009114018,สถานี T.V.,"112,256.94","21,465.00"
1629,2566,มิถุนายน,สปข.5,สทท.ภูเก็ต,20008737489,สถานี T.V. และ F.M.,"51,201.66","9,862.00"
1630,2566,มิถุนายน,สปข.5,สทท.ภูเก็ต,20018750130,สถานี T.V.,"68,639.44","12,052.32"
1631,2566,มิถุนายน,สปข.5,สคท.ตะกั่วป่า,20009195138,สถานี F.M.,"9,205.75","1,720.00"
1632,2566,มิถุนายน,สปข.5,สคท.ชุมพร,20003812559,สถานี F.M.,"21,569.32","4,117.00"
1633,2566,มิถุนายน,สปข.5,สคท.ระนอง,20004447908,สถานี F.M.,"1,713.84",267.50
1634,2566,มิถุนายน,สปข.5,สคท.ทุ่งสง,20008979283,สถานี T.V. และ F.M.,"33,331.47","6,397.40"
1635,2566,มิถุนายน,สปข.5,สคท.เขาท่าเพชร(สุราษ),20008767996,สถานี T.V. และ F.M.,"173,479.65","33,480.04"
1636,2566,มิถุนายน,สปข.5,สวท.ภูเก็ต,20008664803,สถานี A.M. และ F.M.,"41,845.15","8,048.00"
1637,2566,มิถุนายน,สปข.5,สวท.กระบี่,20009170133,สถานี T.V. และ F.M.,"89,777.68","18,793.67"
1638,2566,มิถุนายน,สปข.5,สวท.พังงา,20008484385,สถานี F.M.,"11,006.84","2,069.19"
1639,2566,มิถุนายน,สปข.5,สคท.พังงา,20008428216,สถานี T.V. และ F.M.,"66,935.98","14,025.00"
1640,2566,มิถุนายน,สปข.5,สวท.ตะกั่วป่า,2009208804,สถานี F.M.,"12,101.36","2,281.39"
1641,2566,มิถุนายน,สปข.5,สวท.ระนอง,20004441944,สถานี A.M. และ F.M.,"52,920.67","10,868.74"
1642,2566,มิถุนายน,สปข.5,สวท.สมุย,20009418557,สถานี F.M.,"17,191.26","3,268.20"
1643,2566,มิถุนายน,สปข.5,สคท.สมุย,8598894,สถานี F.M.,"3,916.20",610.00
1644,2566,มกราคม,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"36,936.43","6,604.00"
1645,2566,มิถุนายน,สปข.5,สวท.เพื่อการเตือนภัยภาคใต้,20009099580,สถานี A.M.,"197,037.84","40,470.00"
1646,2566,มิถุนายน,สปข.5,สคท.ระนองเ ทีวีดิจิทัล,20004448629,สถานี T.V. และ F.M.,"26,257.36","5,025.90"
1647,2566,มิถุนายน,สปข.5,สคท.กระบี่(ปลายพระยา),20021162589,สถานี T.V.,"68,439.47","13,204.00"
1648,2566,กุมภาพันธ์,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"33,309.26","5,870.00"
1649,2566,มีนาคม,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"153,236.81","42,042.21"
1650,2566,เมษายน,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"210,975.25","38,316.99"
1651,2566,พฤษภาคม,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"189,839.44","39,399.00"
1652,2566,มิถุนายน,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"181,073.04","36,878.00"
1653,2566,กรกฎาคม,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"181,363.81","36,782.00"
1654,2566,สิงหาคม,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"186,028.03","38,963.00"
1655,2566,กันยายน,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"181,733.96","181,733.96"
1656,2566,ตุลาคม,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"169,355.12","40,680.99"
1657,2566,พฤศจิกายน,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"165,800.59","40,628.00"
1658,2566,ธันวาคม,สปข.3,สวท.ลำพูน,9816020004565451,สถานี A.M. และ F.M.,"177,963.46","42,753.00"
1659,2566,พฤษภาคม,สปข.2,สวท.นครพนม,020016070220,สถานี F.M.,"46,702.30","9,374.00"
1660,2566,มิถุนายน,สปข.2,สวท.นครพนม,020016070220,สถานี F.M.,"43,189.99","8,533.01"
1661,2566,กรกฎาคม,สปข.2,สวท.นครพนม,020016070220,สถานี F.M.,"43,213.15","8,513.99"
1662,2566,สิงหาคม,สปข.2,สวท.นครพนม,020016070220,สถานี F.M.,"36,631.55","7,605.99"
1663,2566,กันยายน,สปข.2,สวท.นครพนม,020016070220,สถานี F.M.,"37,003.22","7,747.99"
1664,2566,สิงหาคม,สปข.8,สปข.8 - สทท.กาญจนบุรี,23050191,สำนักประชาสัมพันธ์เขตและ T.V.,"149,496.87","27,401.00"
1665,2566,สิงหาคม,สปข.8,สคท. กาญจนบุรี,24409713,สถานี T.V.,"34,167.56","6,559.50"
1666,2566,สิงหาคม,สปข.8,สคท. ทองผาภูมิ,6201223474,สถานี T.V.,"29,389.26","5,633.10"
1667,2566,สิงหาคม,สปข.8,สวท.ประจวบคีรีขันธ์,6001704633,สถานี A.M.,"33,802.39","6,488.70"
1668,2566,สิงหาคม,สปข.8,สวท.สังขละบุรี,8748127,สถานี T.V. และ F.M.,"81,081.50","17,016.20"
1669,2566,สิงหาคม,สปข.8,สวท.ชัยนาท,27709281,สถานี F.M.,"15,170.33","2,876.39"
1670,2566,สิงหาคม,สปข.8,สวท.ชัยนาท,29159301,สถานี F.M.,"38,301.66","7,361.00"
1671,2566,สิงหาคม,สปข.8,สวท.กาญจนบุรี,27696591,สถานี A.M.,"64,708.13","13,776.47"
1672,2566,สิงหาคม,สปข.8, สวท.สุพรรณบุรี,27701584,สถานี T.V. และ F.M.,"70,258.81","14,794.00"
1673,2566,สิงหาคม,สปข.8, สวท.เพชรบุรี,27672463,สถานี T.V. และ F.M.,"12,487.75","2,356.30"
1674,2566,สิงหาคม,สปข.8, สวท.เพชรบุรี,5900799250,สถานี T.V. และ F.M.,"48,276.60","9,294.90"
1675,2566,สิงหาคม,สปข.8,สวท.ราชบุรี,6001705431,สถานี A.M.,"48,259.02","9,790.56"
1676,2566,กันยายน,สปข.8,สปข.8 - สทท.กาญจนบุรี,23050191,สำนักประชาสัมพันธ์เขตและ T.V.,"141,907.00","26,617.99"
1677,2566,กันยายน,สปข.8,สคท. กาญจนบุรี,24409713,สถานี T.V.,"31,186.62","6,299.10"
1678,2566,กันยายน,สปข.8,สคท. ทองผาภูมิ,6201223474,สถานี T.V.,"27,939.29","5,636.10"
1679,2566,กันยายน,สปข.8,สวท.ประจวบคีรีขันธ์,6001704633,สถานี F.M.,"30,977.97","6,256.50"
1680,2566,กันยายน,สปข.8,สวท.สังขละบุรี,8748127,สถานี T.V. และ F.M.,"71,163.29","15,933.00"
1681,2566,กันยายน,สปข.8,สวท.ชัยนาท,27709281,สถานี F.M.,"14,456.28","2,883.30"
1682,2566,กันยายน,สปข.8,สวท.ชัยนาท,29159301,สถานี F.M.,"35,094.66","7,097.00"
1683,2566,กันยายน,สปข.8,สวท.กาญจนบุรี,27696591,สถานี A.M.,"59,368.40","12,675.24"
1684,2566,กันยายน,สปข.8, สวท.สุพรรณบุรี,27701584,สถานี T.V. และ F.M.,"68,380.12","14,661.47"
1685,2566,กันยายน,สปข.8, สวท.เพชรบุรี,27672463,สถานี T.V. และ F.M.,"12,746.86","2,534.29"
1686,2566,กันยายน,สปข.8, สวท.เพชรบุรี,5900799250,สถานี T.V. และ F.M.,"42,246.63","8,557.20"
1687,2566,กันยายน,สปข.8,สวท.ราชบุรี,6001705431,สถานี A.M.,"47,504.86","10,254.00"
1688,2566,ตุลาคม,สปข.8,สปข.8 - สทท.กาญจนบุรี,23050191,สำนักประชาสัมพันธ์เขตและ T.V.,"121,615.64","26,641.00"
1689,2566,ตุลาคม,สปข.8,สคท. กาญจนบุรี,24409713,สถานี T.V.,"27,968.78","6,278.70"
1690,2566,ตุลาคม,สปข.8,สคท. ทองผาภูมิ,6201223474,สถานี T.V.,"26,377.21","5,917.09"
1691,2566,ตุลาคม,สปข.8,สวท.ประจวบคีรีขันธ์,6001704633,สถานี F.M.,"26,750.52","6,001.91"
1692,2566,ตุลาคม,สปข.8,สวท.สังขละบุรี,8748127,สถานี T.V. และ F.M.,"70,208.71","17,335.40"
1693,2566,ตุลาคม,สปข.8,สวท.ชัยนาท,27709281,สถานี F.M.,"12,114.25","2,676.49"
1694,2566,ตุลาคม,สปข.8,สวท.ชัยนาท,29159301,สถานี F.M.,"28,361.82","6,368.00"
1695,2566,ตุลาคม,สปข.8,สวท.กาญจนบุรี,27696591,สถานี A.M.,"53,384.92","12,812.00"
1696,2566,ตุลาคม,สปข.8, สวท.สุพรรณบุรี,27701584,สถานี T.V. และ F.M.,"61,187.04","14,791.74"
1697,2566,ตุลาคม,สปข.8, สวท.เพชรบุรี,27672463,สถานี T.V. และ F.M.,"11,831.28","2,612.20"
1698,2566,ตุลาคม,สปข.8, สวท.เพชรบุรี,5900799250,สถานี T.V. และ F.M.,"37,972.71","8,551.63"
1699,2566,ตุลาคม,สปข.8,สวท.ราชบุรี,6001705431,สถานี A.M.,"39,730.13","9,591.48"
1700,2566,มิถุนายน,สปข.7,สปข.7,020001965577,สำนักงานเขต/สถานี TV,"127,180.35","25,536.00"
1701,2566,มิถุนายน,สปข.6,สวท.ตรัง,9803 020009332317,สถานี A.M. และ F.M.,"47,498.84","10,283.77"
1702,2566,ธันวาคม,สปข.4,สวท.นครสวรรค์,9830020006346680 ,สถานี F.M.,"14,428.20","3,431.70"
1703,2566,พฤศจิกายน,สปข.4,สวท.นครสวรรค์,9830020006346680,สถานี F.M.,"15,834.72","3,521.80"
1704,2566,ตุลาคม,สปข.4,สวท.นครสวรรค์,9830020006346680,สถานี F.M.,"16,258.14","3,618.00"
1705,2566,กันยายน,สปข.4,สวท.นครสวรรค์,9830020006346680,สถานี F.M.,"15,436.85","3,431.40"
1706,2566,สิงหาคม,สปข.4,สวท.นครสวรรค์, 9830020006346680,สถานี F.M.,"19,195.13","3,656.70"
1707,2566,กรกฎาคม,สปข.4,สวท.นครสวรรค์,9830020006346680 ,สถานี F.M.,"21,567.26","4,116.60"
1708,2566,มิถุนายน,สปข.4,สวท.นครสวรรค์,9830020006346680,สถานี F.M.,"21,119.08","4,029.71"
1709,2566,พฤษภาคม,สปข.4,สวท.นครสวรรค์,9830020006346680,สถานี F.M.,"22,674.15","4,331.20"
1710,2566,เมษายน,สปข.4,สวท.นครสวรรค์,9830020006346680,สถานี F.M.,"25,363.11","6,639.72"
1711,2566,เมษายน,สปข.4,สวท.นครสวรรค์,9830020006346680 ,สถานี F.M.,"25,363.11","6,639.72"
1712,2566,มกราคม,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"33,225.23","5,632.19"
1713,2566,กุมภาพันธ์,สปข.4,สวท.อุตรดิตถ์,9829020009678675,สถานี F.M.,"29,536.84","5,000.60"
1714,2566,มีนาคม,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"31,453.47","5,328.80"
1715,2566,เมษายน,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"36,229.88","6,146.70"
1716,2566,พฤษภาคม,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"31,942.44","6,128.10"
1717,2566,เมษายน,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"31,273.97","5,998.50"
1718,2566,กรกฎาคม,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"28,993.64","5,556.40"
1719,2566,สิงหาคม,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"26,986.69","5,167.30"
1720,2566,กันยายน,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"25,953.68","5,230.70"
1721,2566,ตุลาคม,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"23,839.39","5,340.49"
1722,2566,พฤศจิกายน,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"23,082.40","5,168.50"
1723,2566,ธันวาคม,สปข.4,สวท.อุตรดิตถ์,9829020009678672,สถานี F.M.,"22,839.01","5,113.20"
1724,2566,มกราคม,สปข.3,สถานีวิทยุกระจายเสียงแห่งประเทศไทยเพื่อการเรียนรู้และเตือนภัยภาคเหนือ,9817020005263217,สถานี A.M.,"448,033.36","81,336.01"
1725,2566,พฤษภาคม,สปข.3,สวศ.ลำปาง,9817020005263217,สถานี A.M.,"426,496.76","90,169.00"
1726,2566,มิถุนายน,สปข.3,สวศ.ลำปาง,9817020005263217,สถานี A.M.,"421,471.92","86,444.00"
1727,2566,กรกฎาคม,สปข.3,สวศ.ลำปาง,9817020005263217,สถานี A.M.,"438,235.86","90,677.00"
1728,2566,สิงหาคม,สปข.3,สวศ.ลำปาง,9817020005263217,สถานี A.M.,"89,193.99","420,977.63"
1729,2566,กันยายน,สปข.3,สวศ.ลำปาง,9817020005263217,สถานี A.M.,"399,508.40","86,528.00"
1730,2566,ตุลาคม,สปข.3,สวศ.ลำปาง,9817020005263217,สถานี A.M.,"307,739.01","87,367.00"
1731,2566,พฤศจิกายน,สปข.3,สวศ.ลำปาง,9817020005263217,สถานี A.M.,"335,767.94","81,293.01"
1732,2566,ธันวาคม,สปข.3,สวศ.ลำปาง,9817020005263217,สถานี A.M.,"359,876.65","87,958.00"
1733,2566,มกราคม,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,264,975.60","229,000.00"
1734,2566,กุมภาพันธ์,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,230,897.15","221,000.00"
1735,2566,มีนาคม,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,306,982.60","235,000.00"
1736,2566,เมษายน,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,531,014.96","281,000.00"
1737,2566,พฤษภาคม,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,222,424.22","251,000.00"
1738,2566,มิถุนายน,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,387,342.64","283,000.00"
1739,2566,กรกฎาคม,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,154,256.90","237,000.00"
1740,2566,สิงหาคม,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,317,348.73","275,000.00"
1741,2566,กันยายน,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"1,109,586.35","240,000.00"
1742,2566,ตุลาคม,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"781,417.37","221,000.00"
1743,2566,พฤศจิกายน,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"971,287.19","235,000.00"
1744,2566,ธันวาคม,สวท. (ส่วนกลาง),สถานีวิทยุกระจายเสียงแห่งประเทศไทย (ส่วนกลาง),012714478,สถานี F.M.,"988,111.55","239,000.00"
1745,2566,กุมภาพันธ์,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"1,088,075.08",-
1746,2566,มีนาคม,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"1,282,244.73",-
1747,2566,เมษายน,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"1,204,300.17",-
1748,2566,พฤษภาคม,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"1,266,772.14",-
1749,2566,มิถุนายน,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"1,195,584.95",-
1750,2566,กรกฎาคม,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"1,132,526.23",-
1751,2566,สิงหาคม,กรมประชาสัมพันธ์,อาคาร กปส.,88016102,กรมประชาสัมพันธ์,"1,160,262.56",-
